show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s105555,TV Show,Title 5556,Director N,"Actor A, Actor B",United States,2008-08-05,2005,TV-14,4 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s105556,Movie,Title 5557,Director S,Unknown,Germany,2011-04-15,2007,TV-MA,73 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105557,TV Show,Title 5558,Director U,"Actor A, Actor B",United States,2015-12-08,1995,TV-14,,Documentaries,A Netflix title used for portfolio analytics.
s105558,Movie,Title 5559,Unknown,"Actor A, Actor B",Canada,2009-01-04,2018,TV-MA,73 min,"Action & Adventure, Dramas, Thrillers",A Netflix title used for portfolio analytics.
s105559,Movie,Title 5560,Director J,Unknown,South Korea,2008-06-23,1994,TV-14,114 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105560,Movie,Title 5561,Unknown,Unknown,"Turkey, Germany",2019-11-24,2000,TV-14,117 min,Dramas,A Netflix title used for portfolio analytics.
s105561,TV Show,Title 5562,Director B,"Actor A, Actor B",United Kingdom,2015-10-23,1981,TV-MA,2 Seasons,TV Comedies,A Netflix title used for portfolio analytics.
s105562,Movie,Title 5563,Unknown,Unknown,INDIA,2017-03-28,1985,TV-MA,121 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.
s105563,Movie,Title 5564,Director L,Unknown,"United States, India",2009-08-26,2007,NR,62 min,Dramas,A Netflix title used for portfolio analytics.
s105564,Movie,Title 5565,Unknown,Unknown,Germany,2019-04-13,1995,NR,92 min,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.
s105565,Movie,Title 5566,Unknown,Unknown,"India, Germany",2009-11-10,2015,R,89 min,TV Dramas,A Netflix title used for portfolio analytics.
s105566,Movie,Title 5567,Unknown,Unknown,United States,2018-10-23,1994,R,73 min,"Romantic Movies, TV Comedies, Thrillers",A Netflix title used for portfolio analytics.
s105567,Movie,Title 5568,Director G,Unknown,United States,2016-04-30,1990,G,80 min,Thrillers,A Netflix title used for portfolio analytics.
s105568,Movie,Title 5569,Unknown,Unknown,Australia,2016-10-02,2003,TV-MA,70 min,International TV Shows,A Netflix title used for portfolio analytics.
s105569,TV Show,Title 5570,Unknown,Unknown,Japan,2013-10-09,2015,NR,3 Seasons,"Action & Adventure, Documentaries",A Netflix title used for portfolio analytics.
s105570,Movie,Title 5571,Unknown,Unknown,Brazil,2009-12-10,1989,TV-MA,101 min,Horror Movies,A Netflix title used for portfolio analytics.
s105571,TV Show,Title 5572,Director Y,Unknown,UNITED STATES,2014-07-02,2012,TV-MA,2 Seasons,"International Movies, Kids' TV",A Netflix title used for portfolio analytics.
s105572,TV Show,Title 5573,Unknown,"Actor A, Actor B",United States,2013-11-23,1991,TV-MA,3 Seasons,Documentaries,A Netflix title used for portfolio analytics.
s105573,TV Show,Title 5574,Director A,"Actor A, Actor B",United States,2013-11-01,2000,PG-13,2 Seasons,"International Movies, TV Dramas",A Netflix title used for portfolio analytics.
s105574,Movie,Title 5575,Unknown,Unknown,Australia,2010-12-09,2003,PG-13,68 min,Horror Movies,A Netflix title used for portfolio analytics.
s105575,TV Show,Title 5576,Director A,Unknown,Nigeria,2009-08-28,2018,TV-MA,2 Seasons,"Action & Adventure, Horror Movies",A Netflix title used for portfolio analytics.
s105576,Movie,Title 5577,Director Q,"Actor A, Actor B","United Kingdom, Turkey",2013-12-31,1984,TV-14,88 min,"Horror Movies, Thrillers",A Netflix title used for portfolio analytics.
s105577,Movie,Title 5578,Director F,"Actor A, Actor B",United States,2009-11-21,2014,TV-14,82 min,"Horror Movies, International Movies",A Netflix title used for portfolio analytics.
s105578,Movie,Title 5579,Director I,Unknown,United States,2020-06-26,1991,R,81 min,"International Movies, TV Dramas",A Netflix title used for portfolio analytics.
s105579,TV Show,Title 5580,Unknown,"Actor A, Actor B",United States,2009-02-04,2017,R,3 Seasons,"Comedies, Horror Movies",A Netflix title used for portfolio analytics.
s105580,TV Show,Title 5581,Unknown,Unknown,United Kingdom,2018-06-28,2012,NR,5 Seasons,Dramas,A Netflix title used for portfolio analytics.
s105581,TV Show,Title 5582,Unknown,Unknown,"United States, Nigeria",2013-01-07,2002,TV-MA,7 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.
s105582,Movie,Title 5583,Unknown,Unknown,"Australia, France",2018-03-07,2016,PG-13,114 min,"Action & Adventure, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105583,Movie,Title 5584,Director J,"Actor A, Actor B",United States,2012-11-08,1997,TV-14,81 min,"Documentaries, Romantic Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105584,Movie,Title 5585,Unknown,Unknown,Canada,2012-01-19,2000,TV-14,71 min,TV Dramas,A Netflix title used for portfolio analytics.
s105585,TV Show,Title 5586,Unknown,"Actor A, Actor B",South Korea,2013-08-29,2013,PG-13,4 Seasons,Comedies,A Netflix title used for portfolio analytics.
s105586,TV Show,Title 5587,Director T,Unknown,South Korea,2020-02-23,2009,TV-MA,4 Seasons,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.
s105587,Movie,Title 5588,Director W,"Actor A, Actor B",United States,2009-09-01,1975,TV-MA,109 min,"Action & Adventure, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105588,TV Show,Title 5589,Unknown,Unknown,BRAZIL,2012-11-18,2009,PG-13,4 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s105589,TV Show,Title 5590,Unknown,Unknown,Brazil,2012-08-12,2015,TV-14,3 Seasons,Thrillers,A Netflix title used for portfolio analytics.
s105590,TV Show,Title 5591,Director W,Unknown,"Spain, Nigeria",2020-04-23,2009,TV-14,3 Seasons,"Documentaries, Romantic Movies",A Netflix title used for portfolio analytics.
s105591,Movie,Title 5592,Unknown,Unknown,Japan,2019-01-19,2006,TV-14,118 min,Horror Movies,A Netflix title used for portfolio analytics.
s105592,Movie,Title 5593,Unknown,Unknown,United Kingdom,2016-03-28,1995,TV-14,74 min,"Action & Adventure, International Movies",A Netflix title used for portfolio analytics.
s105593,Movie,Title 5594,Unknown,Unknown,Mexico,2020-12-08,1998,TV-MA,77 min,"Dramas, Stand-Up Comedy, Thrillers",A Netflix title used for portfolio analytics.
s105594,Movie,Title 5595,Unknown,Unknown,United States,2017-01-28,1998,TV-MA,87 min,Thrillers,A Netflix title used for portfolio analytics.
s105595,Movie,Title 5596,Unknown,Unknown,"United States, Nigeria",2008-06-21,2008,R,100 min,TV Comedies,A Netflix title used for portfolio analytics.
s105596,Movie,Title 5597,Unknown,Unknown,United States,2013-07-06,2003,PG-13,90 min,Kids' TV,A Netflix title used for portfolio analytics.
s105597,Movie,Title 5598,Unknown,Unknown,India,2009-03-13,1983,R,121 min,"Horror Movies, Kids' TV",A Netflix title used for portfolio analytics.
s105598,Movie,Title 5599,Director Z,Unknown,Spain,2018-03-14,2005,TV-MA,102 min,International Movies,A Netflix title used for portfolio analytics.
s105599,Movie,Title 5600,Director F,"Actor A, Actor B",United Kingdom,2018-06-10,2019,G,114 min,"Dramas, Thrillers",A Netflix title used for portfolio analytics.
s105600,Movie,Title 5601,Unknown,"Actor A, Actor B",INDIA,2017-08-21,1979,PG,49 min,Thrillers,A Netflix title used for portfolio analytics.
s105601,Movie,Title 5602,Director R,Unknown,Turkey,2011-05-17,1991,TV-14,74 min,"International Movies, TV Comedies",A Netflix title used for portfolio analytics.
s105602,TV Show,Title 5603,Unknown,Unknown,Turkey,2019-05-27,1995,TV-Y7,6 Seasons,"Action & Adventure, International TV Shows",A Netflix title used for portfolio analytics.
s105603,Movie,Title 5604,Unknown,Unknown,BRAZIL,2019-10-08,1987,TV-MA,96 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105604,Movie,Title 5605,Unknown,"Actor A, Actor B",Canada,2012-03-05,1994,PG,92 min,"Dramas, TV Comedies",A Netflix title used for portfolio analytics.
s105605,TV Show,Title 5606,Unknown,Unknown,UNITED STATES,2012-12-02,2006,TV-14,3 Seasons,Thrillers,A Netflix title used for portfolio analytics.
s105606,Movie,Title 5607,Unknown,Unknown,United States,2019-07-09,2003,TV-PG,105 min,"Documentaries, Thrillers",A Netflix title used for portfolio analytics.
s105607,TV Show,Title 5608,Director C,Unknown,Australia,2010-10-02,2004,UR,7 Seasons,"Horror Movies, TV Dramas",A Netflix title used for portfolio analytics.
s105608,Movie,Title 5609,Unknown,Unknown,United Kingdom,2008-06-04,2018,NR,112 min,TV Dramas,A Netflix title used for portfolio analytics.
s105609,Movie,Title 5610,Director Z,"Actor A, Actor B",United States,2017-02-18,1999,PG-13,91 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105610,Movie,Title 5611,Director M,"Actor A, Actor B",Germany,2013-05-26,1998,PG-13,116 min,Comedies,A Netflix title used for portfolio analytics.
s105611,TV Show,Title 5612,Director C,"Actor A, Actor B",United Kingdom,2011-10-17,1993,PG-13,2 Seasons,Thrillers,A Netflix title used for portfolio analytics.
s105612,Movie,Title 5613,Unknown,Unknown,India,2015-10-27,2017,R,148 min,Action & Adventure,A Netflix title used for portfolio analytics.
s105613,Movie,Title 5614,Director V,"Actor A, Actor B",United Kingdom,2010-12-13,1986,TV-MA,82 min,"Comedies, TV Dramas",A Netflix title used for portfolio analytics.
s105614,TV Show,Title 5615,Director A,Unknown,United Kingdom,2008-07-08,2012,TV-MA,2 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s105615,Movie,Title 5616,Unknown,"Actor A, Actor B",United Kingdom,2017-05-27,2008,TV-MA,155 min,Documentaries,A Netflix title used for portfolio analytics.
s105616,Movie,Title 5617,Unknown,Unknown,United States,2012-07-07,2006,TV-Y,86 min,"Documentaries, Kids' TV",A Netflix title used for portfolio analytics.
s105617,TV Show,Title 5618,Unknown,Unknown,Italy,2015-01-21,1991,TV-PG,6 Seasons,Comedies,A Netflix title used for portfolio analytics.
s105618,TV Show,Title 5619,Unknown,Unknown,Japan,2019-08-10,1986,TV-Y,7 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105619,Movie,Title 5620,Unknown,"Actor A, Actor B",United States,2014-10-08,1983,TV-14,107 min,"Action & Adventure, Dramas",A Netflix title used for portfolio analytics.
s105620,Movie,Title 5621,Unknown,Unknown,United States,2012-05-27,1991,TV-MA,89 min,"International TV Shows, Romantic Movies, TV Comedies",A Netflix title used for portfolio analytics.
s105621,Movie,Title 5622,Unknown,Unknown,Australia,2012-12-15,2008,TV-14,91 min,"International Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s105622,Movie,Title 5623,Director J,Unknown,United States,2017-11-02,2017,R,122 min,International TV Shows,A Netflix title used for portfolio analytics.
s105623,TV Show,Title 5624,Director W,Unknown,Canada,2011-10-29,2006,TV-PG,3 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s105624,Movie,Title 5625,Unknown,Unknown,Australia,2011-04-11,2010,TV-14,103 min,"Comedies, Dramas, Thrillers",A Netflix title used for portfolio analytics.
s105625,Movie,Title 5626,Director J,Unknown,United States,2017-05-05,2012,TV-14,116 min,Dramas,A Netflix title used for portfolio analytics.
s105626,TV Show,Title 5627,Director K,Unknown,United States,2008-10-22,2006,PG,3 Seasons,"Action & Adventure, Dramas",A Netflix title used for portfolio analytics.
s105627,TV Show,Title 5628,Director V,"Actor A, Actor B",Canada,2010-12-03,2006,TV-MA,3 Seasons,Horror Movies,A Netflix title used for portfolio analytics.
s105628,Movie,Title 5629,Unknown,Unknown,United States,2016-06-28,2007,PG-13,107 min,International Movies,A Netflix title used for portfolio analytics.
s105629,Movie,Title 5630,Unknown,Unknown,United States,2012-07-07,1988,R,73 min,Thrillers,A Netflix title used for portfolio analytics.
s105630,Movie,Title 5631,Unknown,Unknown,United States,2014-07-16,2013,NR,78 min,International Movies,A Netflix title used for portfolio analytics.
s105631,Movie,Title 5632,Director F,Unknown,CANADA,2017-11-28,2018,TV-14,105 min,Comedies,A Netflix title used for portfolio analytics.
s105632,TV Show,Title 5633,Director Z,"Actor A, Actor B",Spain,2016-11-19,2001,TV-MA,4 Seasons,"Documentaries, International Movies",A Netflix title used for portfolio analytics.
s105633,Movie,Title 5634,Unknown,Unknown,India,2020-07-16,1996,TV-14,90 min,Thrillers,A Netflix title used for portfolio analytics.
s105634,TV Show,Title 5635,Unknown,"Actor A, Actor B",Mexico,2016-11-01,2009,TV-PG,4 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s105635,TV Show,Title 5636,Unknown,Unknown,United States,2008-09-21,1989,UR,3 Seasons,"Action & Adventure, International Movies",A Netflix title used for portfolio analytics.
s105636,Movie,Title 5637,Director I,Unknown,"United States, United Kingdom",2020-03-08,2003,R,84 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105637,Movie,Title 5638,Director U,"Actor A, Actor B",Canada,2017-06-27,2006,TV-MA,50 min,Documentaries,A Netflix title used for portfolio analytics.
s105638,Movie,Title 5639,Director D,Unknown,"Mexico, South Korea",2011-05-06,1991,TV-14,68 min,"Kids' TV, TV Dramas",A Netflix title used for portfolio analytics.
s105639,TV Show,Title 5640,Unknown,Unknown,Mexico,2012-02-24,2016,TV-PG,4 Seasons,"Horror Movies, Kids' TV, Thrillers",A Netflix title used for portfolio analytics.
s105640,Movie,Title 5641,Unknown,"Actor A, Actor B",United States,2019-06-04,1991,TV-14,141 min,Comedies,A Netflix title used for portfolio analytics.
s105641,Movie,Title 5642,Director M,"Actor A, Actor B",United States,2009-09-03,2014,NR,85 min,Dramas,A Netflix title used for portfolio analytics.
s105642,Movie,Title 5643,Director M,Unknown,UNITED STATES,2011-04-13,2011,TV-14,95 min,"Dramas, Horror Movies",A Netflix title used for portfolio analytics.
s105643,TV Show,Title 5644,Director Z,"Actor A, Actor B",Brazil,2019-09-30,2013,TV-Y7,3 Seasons,Documentaries,A Netflix title used for portfolio analytics.
s105644,Movie,Title 5645,Unknown,Unknown,Spain,2010-11-21,1995,TV-MA,119 min,Horror Movies,A Netflix title used for portfolio analytics.
s105645,Movie,Title 5646,Director H,"Actor A, Actor B",Spain,2016-04-19,1995,PG-13,114 min,Romantic Movies,A Netflix title used for portfolio analytics.
s105646,TV Show,Title 5647,Director S,"Actor A, Actor B",France,2011-04-04,1978,PG-13,4 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105647,TV Show,Title 5648,Unknown,Unknown,India,2019-06-20,1993,R,4 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s105648,Movie,Title 5649,Director V,"Actor A, Actor B",United Kingdom,2010-01-05,2001,TV-MA,108 min,"International TV Shows, TV Comedies",A Netflix title used for portfolio analytics.
s105649,Movie,Title 5650,Director J,Unknown,"United Kingdom, Spain",2013-03-20,2000,TV-MA,140 min,"Kids' TV, Thrillers",A Netflix title used for portfolio analytics.
s105650,TV Show,Title 5651,Director B,Unknown,United States,2020-09-19,1985,TV-14,4 Seasons,"Action & Adventure, Horror Movies",A Netflix title used for portfolio analytics.
s105651,TV Show,Title 5652,Unknown,Unknown,United States,2008-08-13,2017,PG,3 Seasons,Dramas,A Netflix title used for portfolio analytics.
s105652,Movie,Title 5653,Director G,Unknown,"United States, Spain",2015-07-04,2014,TV-14,108 min,Kids' TV,A Netflix title used for portfolio analytics.
s105653,TV Show,Title 5654,Director J,Unknown,Japan,2019-01-08,2009,TV-MA,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s105654,Movie,Title 5655,Director K,Unknown,United States,2014-09-12,1988,TV-MA,120 min,International TV Shows,A Netflix title used for portfolio analytics.
s105655,Movie,Title 5656,Unknown,"Actor A, Actor B",Germany,2016-03-18,2010,TV-MA,81 min,Thrillers,A Netflix title used for portfolio analytics.
s105656,Movie,Title 5657,Unknown,"Actor A, Actor B","South Korea, Brazil",2010-08-05,2019,TV-14,65 min,Dramas,A Netflix title used for portfolio analytics.
s105657,TV Show,Title 5658,Director F,Unknown,United States,2014-01-01,2013,TV-MA,4 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s105658,Movie,Title 5659,Unknown,Unknown,Spain,2013-05-01,1994,TV-14,98 min,"Documentaries, International Movies",A Netflix title used for portfolio analytics.
s105659,TV Show,Title 5660,Director O,"Actor A, Actor B",Canada,2015-09-15,2006,TV-14,4 Seasons,International Movies,A Netflix title used for portfolio analytics.
s105660,Movie,Title 5661,Unknown,"Actor A, Actor B","Japan, South Korea",2012-07-17,2009,TV-MA,40 min,Dramas,A Netflix title used for portfolio analytics.
s105661,Movie,Title 5662,Unknown,"Actor A, Actor B",South Korea,2015-05-23,1992,TV-MA,83 min,International TV Shows,A Netflix title used for portfolio analytics.
s105662,Movie,Title 5663,Director O,"Actor A, Actor B",United States,2015-09-05,2002,PG-13,99 min,"International TV Shows, Thrillers",A Netflix title used for portfolio analytics.
