show_id,type,title,rating,release_year,date_added,duration,country,listed_in,description,date_added_parsed,duration_value,duration_unit,date_added_year
s05606,Movie,Title 5606,R,1980,"December 30, 2013",99 min,South Africa,International Movies,A short description.,2013-12-30,99,Minutes,2013.0
s05607,Movie,Title 5607,R,1988,"July 17, 2011",89 min,"Australia, Canada, Japan",Horror Movies,A short description.,2011-07-17,89,Minutes,2011.0
s05608,Movie,Title 5608,TV-MA,2020,12/19/2018,91 min,Brazil,TV Dramas,A short description.,,91,Minutes,
s05609,Movie,Title 5609,TV-14,2013,"February 19, 2017",93 min,Australia,Romantic Movies,A short description.,2017-02-19,93,Minutes,2017.0
s05610,TV Show,Title 5610,TV-MA,2002,"June 13, 2011",8 Seasons,Nigeria,"Comedies, International Movies",A short description.,2011-06-13,8,Seasons,2011.0
s05611,Movie,Title 5611,TV-14,2007,"November 05, 2017",91 min,United Kingdom,Thrillers,A short description.,2017-11-05,91,Minutes,2017.0
s05612,TV Show,Title 5612,TV-14,2007,"January 07, 2017",1 Season,United Kingdom,"Romantic Movies, Horror Movies",A short description.,2017-01-07,1,Seasons,2017.0
s05613,Movie,Title 5613,PG-13,1997,"October 31, 2020",140 min,"United States, Australia",Independent Movies,A short description.,2020-10-31,140,Minutes,2020.0
s05614,TV Show,Title 5614,TV-MA,2008,"November 12, 2020",3 Seasons,"Turkey, United States","TV Comedies, Independent Movies",A short description.,2020-11-12,3,Seasons,2020.0
s05615,Movie,Title 5615,TV-PG,1955,"September 24, 2020",112 min,"Turkey, United Kingdom",International Movies,A short description.,2020-09-24,112,Minutes,2020.0
s05616,Movie,Title 5616,TV-14,1951,"November 06, 2019",117 min,"Australia, France",Independent Movies,A short description.,2019-11-06,117,Minutes,2019.0
s05617,Movie,Title 5617,TV-14,1981,"September 23, 2018",130 min,Nigeria,Kids' TV,A short description.,2018-09-23,130,Minutes,2018.0
s05618,TV Show,Title 5618,R,1953,"May 20, 2017",4 Seasons,Turkey,Comedies,A short description.,2017-05-20,4,Seasons,2017.0
s05619,Movie,Title 5619,TV-MA,1974,"September 20, 2018",139 min,Canada,"Sports Movies , Romantic Movies , International Movies",A short description.,2018-09-20,139,Minutes,2018.0
s05620,Movie,Title 5620,TV-14,1964,"August 16, 2020",102 min,"South Africa, France","TV Comedies, Horror Movies",A short description.,2020-08-16,102,Minutes,2020.0
s05621,Movie,Title 5621,TV-14,2017,"April 14, 2011",171 min,"Canada, France","Kids' TV, Dramas, International Movies",A short description.,2011-04-14,171,Minutes,2011.0
s05622,Movie,Title 5622,R,1996,07/03/2011,159 min,South Africa,Documentaries,A short description.,,159,Minutes,
s05623,Movie,Title 5623,TV-MA,1952,"June 28, 2015",119 min,Japan,"Comedies, Documentaries",A short description.,2015-06-28,119,Minutes,2015.0
s05624,Movie,Title 5624,TV-G,1994,"March 25, 2013",95 min,South Africa,Kids' TV,A short description.,2013-03-25,95,Minutes,2013.0
s05625,Movie,Title 5625,,2002,"November 08, 2015",148 min,Australia,"TV Comedies, Independent Movies, Action & Adventure",A short description.,2015-11-08,148,Minutes,2015.0
s05626,Movie,Title 5626,PG,1973,"June 04, 2013",167 min,Japan,"Documentaries, Thrillers",A short description.,2013-06-04,167,Minutes,2013.0
s05627,TV Show,Title 5627,TV-14,2012,"August 11, 2018",2 Seasons,Germany,"Documentaries, Romantic Movies",A short description.,2018-08-11,2,Seasons,2018.0
s05628,TV Show,Title 5628,R,2019,"November 19, 2019",6 Seasons,Spain,"Comedies, Sports Movies, Horror Movies",A short description.,2019-11-19,6,Seasons,2019.0
s05629,Movie,Title 5629,TV-MA,2019,"February 09, 2013",98 min,"Japan, Mexico","Documentaries , Dramas",A short description.,2013-02-09,98,Minutes,2013.0
s05630,Movie,Title 5630,NR,1956,"July 01, 2018",157 min,United States,"Documentaries, Comedies",A short description.,2018-07-01,157,Minutes,2018.0
s05631,Movie,Title 5631,TV-14,1981,"March 04, 2011",75 min,Turkey,"Independent Movies, Comedies, TV Dramas",A short description.,2011-03-04,75,Minutes,2011.0
s05632,Movie,Title 5632,TV-MA,2005,"October 07, 2018",70 min,Nigeria,"Kids' TV, TV Dramas, Documentaries",A short description.,2018-10-07,70,Minutes,2018.0
s05633,Movie,Title 5633,TV-14,1981,"September 06, 2017",139 min,Mexico,"Thrillers, Romantic Movies",A short description.,2017-09-06,139,Minutes,2017.0
s05634,Movie,Title 5634,PG,1984,"October 25, 2017",92 min,"Thailand, South Africa","Sports Movies, Romantic Movies",A short description.,2017-10-25,92,Minutes,2017.0
s05635,Movie,Title 5635,NR,1973,"June 03, 2015",95 min,United States,"Sports Movies, TV Comedies, Dramas",A short description.,2015-06-03,95,Minutes,2015.0
s05636,TV Show,Title 5636,TV-14,1979,"March 06, 2011",8 Seasons,Brazil,"Sports Movies, Romantic Movies",A short description.,2011-03-06,8,Seasons,2011.0
s05637,Movie,Title 5637,TV-14,1999,"April 08, 2019",164,"South Africa, Australia, Mexico","International Movies, Horror Movies",A short description.,2019-04-08,164,Minutes,2019.0
s05638,TV Show,Title 5638,PG-13,1951,"March 17, 2011",6 Seasons,United Kingdom,TV Comedies,A short description.,2011-03-17,6,Seasons,2011.0
s05639,Movie,Title 5639,PG,2006,"April 19, 2015",169 min,Thailand,International Movies,A short description.,2015-04-19,169,Minutes,2015.0
s05640,Movie,Title 5640,PG-13,2001,"December 02, 2011",133 min,Germany,"TV Dramas, Comedies",A short description.,2011-12-02,133,Minutes,2011.0
s05641,Movie,Title 5641,TV-14,1959,2019-04-24,114 min,"United Kingdom, India","International Movies, TV Comedies",A short description.,,114,Minutes,
s05642,TV Show,Title 5642,TV-PG,2004,"April 26, 2016",8 Seasons,Turkey,"Horror Movies, TV Comedies",A short description.,2016-04-26,8,Seasons,2016.0
s05643,TV Show,Title 5643,NR,1987,"August 03, 2015",6 Seasons,Mexico,"Action & Adventure, Sports Movies",A short description.,2015-08-03,6,Seasons,2015.0
s05644,Movie,Title 5644,TV-MA,1972,"June 29, 2013",113 min,"United Kingdom, Japan",Horror Movies,A short description.,2013-06-29,113,Minutes,2013.0
s05645,Movie,Title 5645,TV-14,1982,"August 11, 2018",155,South Korea,Kids' TV,A short description.,2018-08-11,155,Minutes,2018.0
s05646,Movie,Title 5646,TV-MA,1986,"April 24, 2012",119 min,"Mexico, Spain","Kids' TV, Romantic Movies",A short description.,2012-04-24,119,Minutes,2012.0
s05647,Movie,Title 5647,TV-14,1964,"December 05, 2017",109 min,South Korea,"Documentaries , Action & Adventure",A short description.,2017-12-05,109,Minutes,2017.0
s05648,Movie,Title 5648,PG-13,1993,"August 30, 2020",150 min,South Korea,"Sports Movies, Romantic Movies",A short description.,2020-08-30,150,Minutes,2020.0
s05649,Movie,Title 5649,TV-MA,1994,12/05/2012,118 min,"Japan, South Africa","Comedies, TV Comedies",A short description.,,118,Minutes,
s05650,Movie,Title 5650,TV-PG,1976,07/19/2017,148 min,France,"Kids' TV, Action & Adventure, Documentaries",A short description.,,148,Minutes,
s05651,TV Show,Title 5651,TV-MA,1982,"May 28, 2013",2 Seasons,Spain,Independent Movies,A short description.,2013-05-28,2,Seasons,2013.0
s05652,Movie,Title 5652,TV-Y,1993,"March 24, 2020",136 min,,"International Movies, Horror Movies, TV Dramas",A short description.,2020-03-24,136,Minutes,2020.0
s05653,Movie,Title 5653,PG,1985,11/22/2019,156 min,Nigeria,"International Movies, Kids' TV",A short description.,,156,Minutes,
s05654,Movie,Title 5654,TV-14,1980,"June 14, 2013",168 min,Japan,TV Dramas,A short description.,2013-06-14,168,Minutes,2013.0
s05655,Movie,Title 5655,R,2017,"July 17, 2012",165 min,Canada,"International Movies, TV Dramas, TV Comedies",A short description.,2012-07-17,165,Minutes,2012.0
s05656,Movie,Title 5656,TV-MA,2012,"November 28, 2010",133 min,France,"Sports Movies, Kids' TV",A short description.,2010-11-28,133,Minutes,2010.0
s05657,TV Show,Title 5657,G,1976,"September 03, 2017",5 Seasons,Germany,"Sports Movies, TV Comedies",A short description.,2017-09-03,5,Seasons,2017.0
s05658,TV Show,Title 5658,R,2001,"February 13, 2020",6 Seasons,Mexico,Dramas,A short description.,2020-02-13,6,Seasons,2020.0
s05659,Movie,Title 5659,TV-MA,2007,"August 07, 2011",122 min,,TV Comedies,A short description.,2011-08-07,122,Minutes,2011.0
s05660,TV Show,Title 5660,,1957,"December 24, 2018",3 Seasons,Australia,"Thrillers, Independent Movies",A short description.,2018-12-24,3,Seasons,2018.0
s05661,Movie,Title 5661,TV-MA,1992,"April 23, 2018",107 min,Brazil,"International Movies, Comedies",A short description.,2018-04-23,107,Minutes,2018.0
s05662,Movie,Title 5662,TV-PG,2006,"March 12, 2015",111 min,South Africa,"International Movies, Action & Adventure",A short description.,2015-03-12,111,Minutes,2015.0
s05663,Movie,Title 5663,TV-MA,1954,"June 16, 2012",70,"South Africa, Australia, United Kingdom","Dramas, Horror Movies",A short description.,2012-06-16,70,Minutes,2012.0
s05664,Movie,Title 5664,R,1973,"March 08, 2017",114 min,"Mexico, India, Turkey",Dramas,A short description.,2017-03-08,114,Minutes,2017.0
s05665,Movie,Title 5665,TV-MA,2006,"July 14, 2016",170 min,Australia,Documentaries,A short description.,2016-07-14,170,Minutes,2016.0
s05666,TV Show,Title 5666,TV-MA,2016,"December 05, 2018",3 Seasons,Germany,Action & Adventure,A short description.,2018-12-05,3,Seasons,2018.0
s05667,Movie,Title 5667,TV-14,2020,"March 17, 2016",125 min,Japan,Action & Adventure,A short description.,2016-03-17,125,Minutes,2016.0
s05668,TV Show,Title 5668,,1992,"July 16, 2010",7 Seasons,Canada,Horror Movies,A short description.,2010-07-16,7,Seasons,2010.0
s05669,TV Show,Title 5669,TV-MA,1953,"March 28, 2012",2 Seasons,United Kingdom,Action & Adventure,A short description.,2012-03-28,2,Seasons,2012.0
s05670,TV Show,Title 5670,TV-PG,1951,"March 10, 2014",5 Seasons,Mexico,"TV Comedies , Dramas",A short description.,2014-03-10,5,Seasons,2014.0
s05671,Movie,Title 5671,TV-14,2007,"May 29, 2015",102 min,Brazil,"TV Comedies, Horror Movies, Romantic Movies",A short description.,2015-05-29,102,Minutes,2015.0
s05672,TV Show,Title 5672,G,2002,"November 06, 2013",5 Seasons,"Nigeria, Australia","Sports Movies, TV Dramas",A short description.,2013-11-06,5,Seasons,2013.0
s05673,Movie,Title 5673,TV-MA,1963,"September 03, 2019",77 min,"Nigeria, Japan","TV Comedies, Dramas",A short description.,2019-09-03,77,Minutes,2019.0
s05674,Movie,Title 5674,TV-PG,1959,"February 03, 2013",142 min,United Kingdom,"Independent Movies, Comedies, Sports Movies",A short description.,2013-02-03,142,Minutes,2013.0
s05675,Movie,Title 5675,TV-G,1960,"June 27, 2017",143 min,Japan,"Horror Movies, Sports Movies",A short description.,2017-06-27,143,Minutes,2017.0
s05676,TV Show,Title 5676,TV-14,2012,2013-12-23,7 Seasons,Japan,"Independent Movies, Documentaries, Action & Adventure",A short description.,,7,Seasons,
s05677,Movie,Title 5677,TV-14,2004,"December 02, 2020",67 min,Brazil,"TV Comedies, International Movies, Thrillers",A short description.,2020-12-02,67,Minutes,2020.0
s05678,Movie,Title 5678,UR,2017,"January 29, 2020",91 min,Australia,"TV Dramas, Documentaries, TV Comedies",A short description.,2020-01-29,91,Minutes,2020.0
s05679,TV Show,Title 5679,TV-14,1958,"August 19, 2018",2 Seasons,Thailand,"Comedies, Kids' TV, Sports Movies",A short description.,2018-08-19,2,Seasons,2018.0
s05680,Movie,Title 5680,TV-14,1999,"June 01, 2018",138 min,Brazil,Romantic Movies,A short description.,2018-06-01,138,Minutes,2018.0
s05681,TV Show,Title 5681,TV-14,2015,01/29/2017,3 Seasons,Germany,TV Comedies,A short description.,,3,Seasons,
s05682,Movie,Title 5682,PG,1987,"June 17, 2016",144 min,Canada,"TV Dramas, Independent Movies, Kids' TV",A short description.,2016-06-17,144,Minutes,2016.0
s05683,Movie,Title 5683,TV-Y7,2004,"March 12, 2016",130 min,Brazil,"Horror Movies, Kids' TV",A short description.,2016-03-12,130,Minutes,2016.0
s05684,Movie,Title 5684,TV-PG,1992,"April 19, 2010",83 min,Australia,Comedies,A short description.,2010-04-19,83,Minutes,2010.0
s05685,Movie,Title 5685,TV-PG,1950,"April 24, 2020",179 min,United Kingdom,Comedies,A short description.,2020-04-24,179,Minutes,2020.0
s05686,Movie,Title 5686,TV-14,1980,"October 19, 2020",168 min,Brazil,"Comedies, Documentaries",A short description.,2020-10-19,168,Minutes,2020.0
s05687,Movie,Title 5687,TV-MA,1968,"October 19, 2015",163 min,South Korea,Horror Movies,A short description.,2015-10-19,163,Minutes,2015.0
s05688,Movie,Title 5688,TV-MA,1955,"July 30, 2019",74 min,South Africa,Horror Movies,A short description.,2019-07-30,74,Minutes,2019.0
s05689,TV Show,Title 5689,TV-MA,1992,"June 06, 2014",6 Seasons,"Canada, Japan",Sports Movies,A short description.,2014-06-06,6,Seasons,2014.0
s05690,TV Show,Title 5690,TV-MA,2015,03/28/2011,8 Seasons,Germany,"TV Dramas, Horror Movies",A short description.,,8,Seasons,
s05691,Movie,Title 5691,R,1953,"March 07, 2019",164 min,"Germany, United States","Kids' TV, Action & Adventure, Dramas",A short description.,2019-03-07,164,Minutes,2019.0
s05692,Movie,Title 5692,TV-MA,1973,"August 09, 2015",61 min,Germany,Horror Movies,A short description.,2015-08-09,61,Minutes,2015.0
s05693,Movie,Title 5693,TV-MA,1997,"May 05, 2020",146 min,South Korea,TV Dramas,A short description.,2020-05-05,146,Minutes,2020.0
s05694,TV Show,Title 5694,TV-14,1972,"May 06, 2012",6 Seasons,,"Documentaries, TV Comedies",A short description.,2012-05-06,6,Seasons,2012.0
s05695,TV Show,Title 5695,TV-MA,1958,"April 09, 2015",3 Seasons,"United Kingdom, South Africa",Dramas,A short description.,2015-04-09,3,Seasons,2015.0
s05696,Movie,Title 5696,TV-MA,1963,05/05/2017,160 min,Canada,"Independent Movies, Sports Movies, Romantic Movies",A short description.,,160,Minutes,
s05697,Movie,Title 5697,TV-MA,1951,"July 06, 2011",82 min,Germany,"International Movies, Independent Movies",A short description.,2011-07-06,82,Minutes,2011.0
s05698,TV Show,Title 5698,TV-MA,2020,"December 18, 2020",1 Season,Nigeria,"Romantic Movies, Horror Movies, TV Comedies",A short description.,2020-12-18,1,Seasons,2020.0
s05699,TV Show,Title 5699,TV-PG,1984,"September 10, 2016",6 Seasons,Thailand,"Documentaries, Horror Movies, Romantic Movies",A short description.,2016-09-10,6,Seasons,2016.0
s05700,Movie,Title 5700,PG-13,2016,"November 22, 2011",147 min,United States,TV Comedies,A short description.,2011-11-22,147,Minutes,2011.0
s05701,TV Show,Title 5701,NR,1998,"February 24, 2018",7 Seasons,France,"Action & Adventure, Thrillers",A short description.,2018-02-24,7,Seasons,2018.0
s05702,Movie,Title 5702,PG-13,1974,"August 31, 2019",128 min,Turkey,"Dramas, Romantic Movies",A short description.,2019-08-31,128,Minutes,2019.0
s05703,Movie,Title 5703,TV-PG,2016,"February 10, 2014",169 min,South Korea,"Sports Movies, Thrillers",A short description.,2014-02-10,169,Minutes,2014.0
s05704,TV Show,Title 5704,TV-Y,1968,"September 16, 2016",3 Seasons,"France, Turkey","Comedies, Dramas",A short description.,2016-09-16,3,Seasons,2016.0
s05705,Movie,Title 5705,TV-14,1962,"March 24, 2018",83 min,Japan,"Comedies, Horror Movies, International Movies",A short description.,2018-03-24,83,Minutes,2018.0
s05706,Movie,Title 5706,TV-PG,2007,11/04/2015,83 min,"Spain, South Africa","Dramas , Romantic Movies",A short description.,,83,Minutes,
s05707,TV Show,Title 5707,TV-14,1989,"February 25, 2016",6 Seasons,"India, Australia",Independent Movies,A short description.,2016-02-25,6,Seasons,2016.0
s05708,TV Show,Title 5708,TV-14,1980,"April 25, 2013",3 Seasons,South Korea,"Action & Adventure, Sports Movies",A short description.,2013-04-25,3,Seasons,2013.0
s05709,Movie,Title 5709,TV-14,1991,"April 19, 2013",169 min,Mexico,Thrillers,A short description.,2013-04-19,169,Minutes,2013.0
s05710,Movie,Title 5710,TV-MA,2018,"December 04, 2016",81 min,Germany,Independent Movies,A short description.,2016-12-04,81,Minutes,2016.0
s05711,TV Show,Title 5711,PG,1969,"April 09, 2018",2 Seasons,Spain,"Comedies, TV Dramas",A short description.,2018-04-09,2,Seasons,2018.0
s05712,Movie,Title 5712,TV-MA,2013,2014-04-12,65 min,"Thailand, South Africa","Thrillers, Kids' TV",A short description.,,65,Minutes,
s05713,TV Show,Title 5713,R,2014,"August 12, 2011",6 Seasons,India,Documentaries,A short description.,2011-08-12,6,Seasons,2011.0
s05714,TV Show,Title 5714,NR,2003,"August 28, 2018",1 Season,Thailand,Kids' TV,A short description.,2018-08-28,1,Seasons,2018.0
s05715,Movie,Title 5715,TV-14,1961,"November 29, 2011",175 min,Germany,"Sports Movies, Documentaries, Horror Movies",A short description.,2011-11-29,175,Minutes,2011.0
s05716,Movie,Title 5716,TV-MA,1956,2010-01-13,136 min,Brazil,"Dramas, Sports Movies",A short description.,,136,Minutes,
s05717,TV Show,Title 5717,TV-14,1958,"July 19, 2013",7 Seasons,Nigeria,"TV Dramas, Sports Movies",A short description.,2013-07-19,7,Seasons,2013.0
s05718,,Title 5718,TV-14,1999,"January 01, 2019",116 min,Canada,"Action & Adventure, Comedies",A short description.,2019-01-01,116,Minutes,2019.0
s05719,Movie,Title 5719,,1978,"April 29, 2018",81 min,Turkey,"Documentaries, Kids' TV, Sports Movies",A short description.,2018-04-29,81,Minutes,2018.0
s05720,Movie,Title 5720,R,2020,"May 16, 2013",98 min,South Korea,"Documentaries, Independent Movies",A short description.,2013-05-16,98,Minutes,2013.0
s05721,TV Show,Title 5721,R,1950,"September 18, 2015",7 Seasons,"Thailand, Canada","Documentaries, Comedies, Dramas",A short description.,2015-09-18,7,Seasons,2015.0
s05722,Movie,Title 5722,TV-14,1976,"July 22, 2020",159 min,Australia,"Dramas, Horror Movies",A short description.,2020-07-22,159,Minutes,2020.0
s05723,Movie,Title 5723,R,1968,"November 28, 2017",74 min,Japan,"Independent Movies, International Movies",A short description.,2017-11-28,74,Minutes,2017.0
s05724,TV Show,Title 5724,R,2012,"May 09, 2018",4 Seasons,Germany,"Documentaries, International Movies, Thrillers",A short description.,2018-05-09,4,Seasons,2018.0
s05725,TV Show,Title 5725,TV-MA,1958,"December 18, 2010",4 Seasons,India,"Thrillers, TV Dramas, Horror Movies",A short description.,2010-12-18,4,Seasons,2010.0
s05726,TV Show,Title 5726,TV-MA,1978,"August 26, 2012",3 Seasons,Mexico,"Dramas, Romantic Movies, TV Comedies",A short description.,2012-08-26,3,Seasons,2012.0
s05727,TV Show,Title 5727,TV-MA,2011,"February 22, 2011",8 Seasons,"South Africa, Turkey",Thrillers,A short description.,2011-02-22,8,Seasons,2011.0
s05728,Movie,Title 5728,TV-14,2018,"October 07, 2020",138 min,Spain,Kids' TV,A short description.,2020-10-07,138,Minutes,2020.0
s05729,TV Show,Title 5729,NR,2015,,2 Seasons,Germany,"TV Dramas, Thrillers",A short description.,,2,Seasons,
s05730,Movie,Title 5730,TV-PG,1996,"July 01, 2015",165 min,South Korea,"Sports Movies, Documentaries",A short description.,2015-07-01,165,Minutes,2015.0
